evolution$generation,relocationRate,gammaCDA,gammaCDE,betaDC,scenario,opositeRelativeAccessibility,nwCongestion,evolution$samples
4177,0.0,0.6112307228699206,0.0,0.0,7,-1.5543122344752192E-15,0.12385517656734284,100
4177,0.006814006811421303,0.6215068470431852,0.6922322471496997,3.699180715334114,5,0.011169811396940288,0.09966375084944057,100
4177,0.0,0.45312354228473045,0.7795364057350138,2.0721804658816523,1,-4.440892098500626E-16,0.12842198877238079,100
4177,0.006814006811421303,0.6215068470431852,0.6922322471496997,3.699180715334114,3,0.011223480087860671,0.11761975407415096,100
4177,0.0,0.4590718552687005,0.9061061278134596,3.05759227397999,4,-8.881784197001252E-16,0.17789392114648792,100
4177,0.0,0.9410761258176484,0.8490713304009727,2.9054384720825284,7,-2.220446049250313E-16,0.15699844830968615,100
4177,0.0,0.5444684377849089,0.13905711311295646,0.0,7,1.1102230246251565E-16,0.16366391963237753,100
4177,0.0,0.8587631919784233,0.8534651925586533,1.901480214457851,5,0.0,0.16430566803811866,100
4177,0.012595555306256138,0.9082628881833014,0.7673234667083693,3.815703749354304,1,0.0041728420577547,0.1341122464401472,100
4177,0.006814006811421302,0.6215068470431852,0.6922322471496997,3.699180715334114,7,0.004747785676262328,0.13290069661235177,100
4177,0.014038840398942208,0.8435343488976242,0.8045345774020115,4.370130241148496,7,8.406955330647614E-4,0.18165156924480613,100
4177,0.0,0.6736357386025803,0.3364645349327234,4.999999999999998,4,1.1102230246251565E-16,0.16108998714715883,100
4177,0.0,0.07496658083673212,0.6788631061146414,4.999999999999998,5,-1.1102230246251565E-15,0.12162731474034379,100
4177,0.0,0.9999999999999999,0.9057037820633669,4.020050427363814,7,3.3306690738754696E-16,0.11966412906517597,100
4177,0.0,0.6976531210643908,0.4827875275123534,2.364222017406406,3,-6.661338147750939E-16,0.1685472382652576,100
4177,0.0,0.7129863396173063,0.6278577687527023,2.2320130757219823,7,5.551115123125783E-16,0.1259055176381649,100
4177,0.0,0.573668355457325,0.40559287352828227,4.824376388023196,5,-1.1102230246251565E-15,0.16462708593450537,100
4177,0.0,0.9999999999999999,0.0,2.756411356667754,5,-2.220446049250313E-16,0.08228439884127592,100
4177,0.0,0.7130811151572632,0.2891437129333067,4.075804366657097,5,7.771561172376096E-16,0.05186589049627868,100
4177,0.0,0.6659000919970758,0.9999999999999999,1.64237957927994,7,2.220446049250313E-16,0.14763320401996427,100
4177,0.013632405192444795,0.7878922914734452,0.9866439556003481,0.23361591546137594,1,0.011841711787312192,0.10257310084362421,100
4177,0.013632405192444795,0.7878922914734453,0.986643955600348,0.23361591546137586,5,0.010315344936640658,0.10575241015564883,100
4177,0.0,0.12201942743254145,0.4047680567488194,3.3371198873898464,6,-1.3322676295501878E-15,0.1702329040252226,100
4177,0.0,0.6340149082130287,0.24908606564057065,0.0,7,-1.1102230246251565E-15,0.13604472673915838,100
4177,0.013632405192444795,0.7878922914734453,0.9866439556003481,0.2336159154613759,7,0.016898634665276857,0.11692772422523043,100
4177,0.0,0.7788141949452208,0.07105629374482422,3.523683661544746,7,-8.881784197001252E-16,0.13529853275804227,100
4177,0.1732119482889015,0.7328240355849557,0.5597449428037119,4.999999999999998,5,0.0170178692385764,0.031000954019155244,100
4177,0.0,0.0,0.5362216013059673,2.4026272479008783,1,-6.661338147750939E-16,0.134578574499058,100
4177,0.03120410377380386,0.9176787978471775,0.7929620206275028,4.24239899567753,6,0.01222571591562338,0.11332705600050388,100
4177,0.0,0.9607491865434051,0.6988715563481946,1.3312954567223467,5,-1.5543122344752192E-15,0.15173631335565557,100
4177,0.09354536479428051,0.9873332182165039,0.9999999999999999,3.7912651822732815,1,0.01959365045705197,0.07906615108776407,100
4177,0.0,0.9999999999999999,0.26973862226733797,2.9594198728815635,7,-2.220446049250313E-16,0.16777389161717704,100
4177,0.0018430451290031421,0.8989226172054712,0.7898613195556103,2.1446480275259674,1,0.0014164753536783925,0.13173702096022002,100
4177,0.5204687888865692,0.8639042773059571,0.8622775644741613,4.999999999999998,7,0.006740634163811765,0.015074143481761665,100
4177,0.0,0.4143754349834858,0.9999999999999999,2.9287273826048446,5,-2.220446049250313E-16,0.08118580948241334,100
4177,0.0,0.8653282826284895,0.8584032156921638,4.999999999999998,5,1.2212453270876722E-15,0.10601954477689428,100
4177,0.0084186402007812,0.7023880274341463,0.7372315970802813,1.896966316296608,5,0.00855964256853814,0.09553485908806637,100
4177,0.6438993677694206,0.9043004668741168,0.4383147904396268,4.999999999999998,7,0.01730847737707575,0.03151446556982018,100
4177,0.0,0.5683560353604694,0.5848019919282978,4.113645936226193,1,-1.1102230246251565E-15,0.1176837536610234,100
4177,0.0,0.761116723751022,0.8926331614729809,1.9028674034232516,7,-1.5543122344752192E-15,0.1774879925712467,100
4177,0.0,0.6713724850691574,0.4842467642197962,0.0,5,2.220446049250313E-16,0.12492503727711539,100
4177,0.0,0.8513680805325106,0.7347230894242895,1.499673290509763,5,-4.440892098500626E-16,0.11496698308517603,100
4177,0.0,0.1623521409666213,0.9658716357723934,4.999999999999998,1,-8.881784197001252E-16,0.15501818044764218,100
4177,0.0,0.6039685688461132,0.3041903810858169,0.0,7,-6.661338147750939E-16,0.16776875223085524,100
4177,0.0,0.0,0.7777416372504916,1.3015423702519409,5,3.3306690738754696E-16,0.11204150040966541,100
4177,0.018363880841112065,0.9387279142501904,0.0,0.0,1,0.013981070272502394,0.09480393245257748,100
4177,0.0,0.5137822970971192,0.505752467714274,4.999999999999998,7,-4.440892098500626E-16,0.14542974625447652,100
4177,0.0,0.01176310907301977,0.6370892521440231,1.7650786819700353,6,-1.3322676295501878E-15,0.19810798579796662,100
4177,0.0,0.6720894242819213,0.0,2.198505289840834,4,-4.440892098500626E-16,0.1357673621567739,100
4177,0.24860688292940478,0.7927910366581975,0.804278587768514,4.740613774549077,5,0.008140611431407652,0.11124968197846428,100
4177,0.0,0.7562348412317459,0.6424573023877751,2.694427488485644,7,-4.440892098500626E-16,0.13917641793862806,100
4177,0.04869412420469684,0.9392842678789548,0.8818791174594802,4.339816895591283,1,0.011024689386382791,0.09885549382463657,100
4177,0.4377935261301098,0.9880061184512265,0.7041912110969328,4.866336498014886,1,0.016373543178657357,0.018801186258450134,100
4177,0.0,0.34257084033948665,0.5318548456819934,2.4923167870605814,7,-2.220446049250313E-16,0.14080845171370315,100
4177,0.0,0.41018546501993675,0.624309763462562,0.0,5,8.881784197001252E-16,0.11662916625646381,100
4177,0.012591083508673113,0.4963970358324113,0.33703882297941695,1.0098459339208625,5,0.013670106737909027,0.09946742255661378,100
4177,0.0,0.8305367045200781,0.30861720883460664,0.4785459316524894,1,-4.440892098500626E-16,0.15866890087037241,100
4177,0.0,0.486270865100802,0.8926777470976651,2.4370521199659874,1,6.661338147750939E-16,0.14716172675169,100
4177,0.0,0.5070372840810119,0.2564739019967236,0.20626392685614559,5,-2.220446049250313E-16,0.09773417675749582,100
4177,0.0,0.0,0.36686263646904993,1.7242859663848702,5,-4.440892098500626E-16,0.09032633030314033,100
4177,0.0,0.0,0.07251986445449062,2.6132316124953534,6,-2.4424906541753444E-15,0.19720039117397278,100
4177,0.0,0.5659592266715683,0.40933243405923414,2.8762585262631415,5,6.661338147750939E-16,0.10232956402955903,100
4177,0.0,0.7716699291413223,0.8557789132680843,2.3854658688331845,4,-1.7763568394002505E-15,0.18645671345778073,100
4177,0.9294043778363764,0.8515507051437881,0.9999999999999999,4.999999999999998,7,0.018620043164244926,0.04562904874217362,100
4177,0.0,0.8508672860263398,0.3243912502125807,0.0,7,-6.661338147750939E-16,0.12817992234662273,100
4177,0.0,0.3854280534685076,0.0,1.9686433368664145,5,-1.1102230246251565E-15,0.16294613121539703,100
4177,0.9999999999999999,0.9449523293598547,0.9999999999999999,4.901676352604083,1,0.005600428861818774,0.010463708389334718,100
4177,0.0,0.11356189386575587,0.273335290907452,3.727026152408682,5,-4.440892098500626E-16,0.08863287962322941,100
4177,0.0,0.17037148767478846,0.0969664681201655,0.0,5,-2.220446049250313E-16,0.11156822258503583,100
4177,0.0,0.9999999999999999,0.08020942582815514,2.993589362407034,1,1.1102230246251565E-16,0.1050862249184878,100
4177,0.0,0.9999999999999999,0.9999999999999999,2.6973700602866697,5,3.3306690738754696E-16,0.10816817399270197,100
4177,0.0,0.5264228117202656,0.5120526093726843,4.307957219753405,5,-6.661338147750939E-16,0.12372569403822523,100
4177,0.0,0.45147066495672766,0.4245269822211376,0.0,5,-1.9984014443252818E-15,0.11034297940511506,100
4177,0.0,0.9815866538723005,0.05626273189117442,3.522867754106361,6,4.440892098500626E-16,0.1038473007471832,100
4177,0.0,0.8489663644360996,0.7912279089843375,1.7146188856271616,4,-1.9984014443252818E-15,0.1917803921387299,100
4177,0.0,0.5334966725282271,0.0,0.0,3,-8.881784197001252E-16,0.15303813830727284,100
4177,0.0,0.7581008328160013,0.21371965914185112,3.1457419133309528,5,9.992007221626409E-16,0.09520644453191521,100
4177,0.0,0.9999999999999999,0.2087359813474374,0.2781479274912534,5,0.0,0.09152408780026411,100
4177,0.0,0.8499417193958969,0.4706860649655999,2.4418998506712493,5,-1.5543122344752192E-15,0.09093998573475667,100
4177,0.0,0.6434893671035463,0.4166281622166536,0.21642351843847885,5,2.220446049250313E-16,0.06875096398587097,100
4177,0.8874227160342114,0.7948309209178295,0.9999999999999999,4.6816675051338414,3,0.014895745117689652,0.08461988730743057,100
4177,0.0,0.7465404105602717,0.3491148776613245,4.158483533756472,7,-1.1102230246251565E-15,0.11871287495731553,100
4177,0.0,0.09595876768872937,0.6260608714712037,4.753655072576274,5,5.551115123125783E-16,0.10365408921504053,100
4177,0.7056502651762494,0.8996984164797591,0.9999999999999999,4.999999999999998,1,0.00799027757993731,0.01825532833505763,100
4177,0.04610601983505118,0.8622341668192872,0.6924205182604607,4.999999999999998,5,3.1723992773324827E-4,0.06871010256338328,100
4177,0.0,0.9167786013363669,0.9100541063258172,3.6431353122662724,5,-4.440892098500626E-16,0.08991881056391347,100
4177,0.0016094760495127603,0.7114376609580976,0.5670077818940118,4.999999999999998,5,4.972666824152316E-4,0.07775052987030714,100
4177,0.0,0.5499023803221458,0.17085440809473093,2.993770423337664,7,-1.5543122344752192E-15,0.19949013080107134,100
4177,0.0,0.7101433707851792,0.0,4.07232401170518,5,-1.1102230246251565E-15,0.14960835825946867,100
4177,0.051517367372309435,0.8152472474063669,0.9999999999999999,3.8314366267476947,1,0.01128257853356307,0.08404498149093184,100
4177,0.9999999999999999,0.8724464273651913,0.6003610613608011,4.9124070051635025,7,0.013618987284552908,0.019795685510010815,100
4177,0.0,0.582534668238027,0.295144393267824,2.3838333021276568,1,-8.881784197001252E-16,0.10252426718942216,100
4177,0.0,0.8815386693205952,0.8935336716130585,4.063005398957909,5,-1.3322676295501878E-15,0.10314709094255159,100
4177,0.0,0.9999999999999999,0.9999999999999999,1.0054018962378004,7,-4.440892098500626E-16,0.11257833114342108,100
4177,0.0,0.3828561949816796,0.9999999999999999,0.32144763552684685,1,-4.440892098500626E-16,0.11982268930047836,100
4177,0.13085453083500084,0.9999999999999999,0.8217914432058725,4.70665020833662,7,0.005830500391503346,0.05795737041333218,100
4177,0.0,0.8190444145992852,0.9825915419549401,4.999999999999998,5,-1.7763568394002505E-15,0.1280485895399033,100
4177,0.0,0.3856482148558471,0.6685024035003475,2.105178585824624,5,1.1102230246251565E-16,0.09024324928266728,100
4177,0.5314908399059975,0.9949804533032074,0.9999999999999999,4.989486978920372,3,0.01605954559982481,0.05004760505323831,100
4177,0.0,0.0,0.47291919670703564,4.999999999999998,5,-6.661338147750939E-16,0.10227964844163052,100
4177,0.0,0.5565283594247803,0.8581284517794594,4.671264587357808,1,-2.220446049250313E-15,0.13128161088134813,100
4177,0.0,0.8046653819497697,0.22320471815657034,4.178245759062191,7,-8.881784197001252E-16,0.13263409037423612,100
4177,0.0,0.9999999999999999,0.8765593524588595,4.2682185558336165,7,5.551115123125783E-16,0.10322433349056291,100
4177,0.0,0.8548879556143059,0.9999999999999999,0.8672751650465801,5,1.1102230246251565E-15,0.10327429001301949,100
4177,0.007334085678092417,0.6415489569387791,0.8103580749508311,2.312722914130915,5,0.008216671177078028,0.09433737945086013,100
4177,0.15001228229476274,0.7970666994369674,0.5733540181023083,4.999999999999998,1,0.008709753887755078,0.09138192172845788,100
4177,0.0,0.854721730937818,0.0,4.999999999999998,1,-2.220446049250313E-16,0.11378061930783086,100
4177,0.0,0.6218659796243059,0.8571297809729383,3.968043144733099,1,-1.7763568394002505E-15,0.177179981814602,100
4177,0.08816023130178129,0.9829942287802814,0.7760860036925884,4.999999999999998,4,0.019612730988219806,0.06622677495069626,100
4177,0.5358409682866061,0.9503364738942458,0.5324991601744645,4.612446706501069,1,0.017652888015164403,0.031417240037873315,100
4177,0.8755247300347179,0.7879456724740523,0.6590372834563596,4.773583713613672,1,0.011226467091348447,0.027080590003522254,100
4177,0.0,0.47229403731725716,0.10128347767302627,0.0,7,-1.7763568394002505E-15,0.15422982347968262,100
4177,0.7695050854265232,0.7706541443163966,0.9584288784188632,4.866016692166581,5,0.019182692057571837,0.015053508902523554,100
4177,0.0,0.405482673724133,0.9999999999999999,1.2837283180727563,5,-6.661338147750939E-16,0.09476002985466822,100
4177,0.4332346585895741,0.9999999999999999,0.7039730368681133,4.819804765383201,1,0.01169934254199645,0.02020537759771056,100
4177,0.0,0.5275629743825435,0.038779155067744576,3.9292552506906895,5,-8.881784197001252E-16,0.0844570893460037,100
4177,0.0,0.3758972223750717,0.23715276567031154,3.7470373781481268,5,-1.3322676295501878E-15,0.08887001589461184,100
4177,0.0,0.9999999999999999,0.9999999999999999,2.5745074545403908,5,-8.881784197001252E-16,0.1105053834426337,100
4177,0.0,0.7220790719450102,0.27772656633534476,4.999999999999998,5,-1.1102230246251565E-15,0.1311794343317858,100
4177,0.0,0.11386078860321973,0.6978918332791468,4.999999999999998,5,-1.5543122344752192E-15,0.08621814929978641,100
4177,0.0,0.5781210746290121,0.1720605585469322,2.916544477999215,5,1.1102230246251565E-16,0.08802393006010922,100
4177,0.34014865512996084,0.9520581201988735,0.876751166281048,4.941865355582044,1,0.015387912827799277,0.009560583933170594,100
4177,0.0,0.6650851056229276,0.21875819523627724,0.9377824051961288,5,-6.661338147750939E-16,0.10049422161729223,100
4177,0.0,0.0,0.8339556467734023,2.4279383471102793,7,-1.7763568394002505E-15,0.18443413121768618,100
4177,0.0,0.6800759921571569,0.9900347619980732,4.2008804488941465,1,-1.1102230246251565E-15,0.10339477506803088,100
4177,0.0,0.01547104309775482,0.9999999999999999,1.6706616264445788,5,-1.5543122344752192E-15,0.10510613622813851,100
4177,0.0,0.907875750090116,0.2077980194835953,4.028884666801771,6,-1.5543122344752192E-15,0.16261831097196197,100
4177,0.0,0.827296566234031,0.9999999999999999,3.2526390712025175,5,-2.220446049250313E-16,0.10019087626322157,100
4177,0.0,0.9088418285494301,0.9823610649856139,0.0,5,-1.3322676295501878E-15,0.13696271154605144,100
4177,0.009965987814951319,0.8951533215339595,0.9999999999999999,4.256579859225258,5,-9.334391670992037E-4,0.09406697345559512,100
4177,0.0,0.3110889461757833,0.10443089669904414,1.544547142589542,7,-1.5543122344752192E-15,0.1053606162687634,100
4177,0.0,0.012331442068427553,0.5696919663256476,2.680845587628532,5,-4.440892098500626E-16,0.09549207229746023,100
4177,0.0,0.6140834696981328,0.205617364475639,0.0,5,-6.661338147750939E-16,0.10160808343847455,100
4177,0.0,0.6734460188072566,0.2675718057983955,2.4446971657880896,5,1.2212453270876722E-15,0.0873884861212038,100
4177,0.0,0.6581046253873456,0.6290931150502751,4.043941839406597,5,5.551115123125783E-16,0.06404717576546934,100
4177,0.0,0.7829910672413601,0.8526244242364044,4.148187167614391,5,-1.3322676295501878E-15,0.05779082357991877,100
4177,0.9999999999999999,0.8505840625283252,0.8994969373697296,4.999999999999998,5,0.018785317938143753,0.03192786478733557,100
4177,0.0,0.9627854499118192,0.5367412377001588,4.999999999999998,4,-1.3322676295501878E-15,0.12927189360480063,100
4177,0.0,0.6056489948916444,0.0,2.385143694938293,5,0.0,0.08771178811384732,100
4177,0.0,0.8394120984821295,0.0,4.408437492282132,7,-8.881784197001252E-16,0.10467004160908099,100
4177,0.9999999999999999,0.9999999999999999,0.9999999999999999,4.999999999999998,7,0.011617100145113968,0.014237085159085158,100
4177,0.44556934976328744,0.9110633277511679,0.5219149221367736,4.658393198911806,5,0.017353032754025777,0.026829087667029065,100
4177,0.0,0.6077597156743427,0.14744773584105283,3.4555855173171843,0,1.6653345369377348E-15,0.19628783607598385,100
4177,0.0,0.7028410771118226,0.14671378496412787,2.205293017698409,1,-2.220446049250313E-15,0.1420124075233145,100
4177,0.0,0.915417210472408,0.9999999999999999,4.848961682432235,7,-6.661338147750939E-16,0.10306785340716937,100
4177,0.0,0.3721368479582427,0.7335924119967648,4.999999999999998,1,-1.1102230246251565E-15,0.15597314481869673,100
4177,0.0,0.9999999999999999,0.8509628590150626,0.8744437655801285,1,-1.9984014443252818E-15,0.16006773456685602,100
4177,0.3124394538839091,0.9844228377331764,0.7730939588448437,4.999999999999998,7,0.011965209126268861,0.04941437285656914,100
4177,0.0,0.8367951863325618,0.05986614183800567,2.6099197699117895,7,-1.5543122344752192E-15,0.18769164150413456,100
4177,0.0,0.41561713640220027,0.9889329838289636,1.6168530068114664,5,-6.661338147750939E-16,0.11796987594422771,100
4177,0.6464241479926569,0.9283858505662274,0.9999999999999999,4.427174088835653,5,0.009498544284125887,0.014593878349795334,100
4177,0.0,0.6508411265579085,0.37835283502190115,2.365695830185876,3,-1.3322676295501878E-15,0.1771401736364555,100
4177,0.0,0.0,0.7871481951939714,1.0595160411087117,1,-1.1102230246251565E-15,0.15393991098377854,100
4177,0.0,0.3731170467183156,0.11593375400923518,1.4368485328187917,6,-4.440892098500626E-16,0.1052852349416075,100
4177,0.0,0.7457956770805881,0.8804075846361783,2.124903676819276,7,-1.9984014443252818E-15,0.18083264246553202,100
4177,0.0,0.6813670984078936,0.0,0.0,1,8.881784197001252E-16,0.09167809731558486,100
4177,0.0,0.9057557602642384,0.6945851025083115,4.999999999999998,5,-1.1102230246251565E-15,0.0724530949097333,100
4177,0.0,0.9393912956824416,0.0,0.8874240412037171,5,8.881784197001252E-16,0.08733642748561118,100
4177,0.0,0.6288128788663744,0.1828952551200009,4.999999999999998,5,-2.220446049250313E-16,0.07041179576826563,100
4177,0.7167082613082876,0.831376679702994,0.8279225772412208,4.8724796698770625,1,0.018652394032115938,0.06206504146801605,100
4177,0.0,0.580897556194565,0.37571646757794774,2.689590453195891,5,0.0,0.09236425379478343,100
4177,0.046106019835051186,0.8622341668192871,0.6924205182604607,4.999999999999998,1,-0.003026322566284545,0.12145439994649772,100
4177,0.0,0.7368538939659869,0.5058111055152862,4.4083347586947035,5,2.220446049250313E-16,0.09099386561012633,100
4177,0.00194261223992072,0.8024352139625388,0.7974681532815446,2.212019455826703,5,0.001771450731880564,0.0700685526836655,100
4177,0.28987361741261347,0.9382972695502324,0.9999999999999999,4.999999999999998,3,0.01619444102607226,0.024473405712553336,100
4177,0.42463294381670996,0.9999999999999999,0.9999999999999999,4.814759579147873,5,0.018485278773028968,0.019437977820059398,100
4177,0.3938690657283166,0.9715033658287938,0.5073752374343401,4.990146194167001,7,0.017336931224210983,0.0493403154533729,100
4177,0.6128043010787709,0.8738069051822154,0.6345940721577603,4.844589305564544,1,0.013608123374544978,0.0193834715086802,100
4177,0.0,0.8637052462235194,0.8058840109899932,1.968501383986674,4,1.6653345369377348E-15,0.08015351014945966,100
4177,0.0,0.7303428151729165,0.537985347130803,0.5022446554077822,1,-6.661338147750939E-16,0.0871274044961683,100
4177,0.42530832834288723,0.9153493431387414,0.9999999999999999,4.890754105386248,5,0.011723884510132176,0.008525771693833667,100
4177,0.9999999999999999,0.8660638206711069,0.8683385232276434,4.748171213769405,7,0.01841878837886335,0.014878525588233407,100
4177,0.9673604071606021,0.9999999999999999,0.9181278339607722,4.999999999999998,1,0.0010100600084047562,0.015398217717668182,100
4177,0.0,0.9999999999999999,0.9999999999999999,0.0,5,3.3306690738754696E-16,0.07057969557345303,100
4177,0.0,0.24607919790741725,0.41950434976707146,4.352338319363594,3,-1.3322676295501878E-15,0.1196956590046011,100
4177,0.0,0.9999999999999999,0.905447945117825,3.303754232298375,7,-2.220446049250313E-15,0.1605247880058356,100
4177,0.0,0.0,0.2920983041769932,3.612984009042409,5,-2.220446049250313E-16,0.06895417173710405,100
4177,0.0334882109625966,0.8404335445462644,0.5622278521116241,4.999999999999998,1,-3.092834323032978E-4,0.17333829023078445,100
4177,0.014366909636221904,0.9999999999999999,0.684323075617613,4.999999999999998,7,-2.1896709607882592E-4,0.12958414914709565,100
4177,0.0,0.5957161813511858,0.14015327745292253,0.0,5,-1.1102230246251565E-15,0.08015402434463503,100
4177,0.0,0.5613099618309898,0.7064323089238344,4.144614423342702,5,-6.661338147750939E-16,0.08107549239678206,100
4177,0.0,0.6767843990774137,0.12081574398788354,4.197270800643772,5,-8.881784197001252E-16,0.07304812591499367,100
4177,0.0,0.14427853129999613,0.4028507077908248,3.97235252281616,5,-8.881784197001252E-16,0.07349090964305971,100
4177,0.0,0.10031121415078058,0.9999999999999999,2.8875573464389714,5,-2.886579864025407E-15,0.09665307692803803,100
4177,0.0,0.791020444226477,0.7946181040265067,3.9924755739312574,7,-1.3322676295501878E-15,0.1354108621059669,100
4177,0.5312843426224457,0.9101211750312922,0.910181801971534,4.999999999999998,5,0.01739728626802728,0.011440654740728714,100
4177,0.5381621462274382,0.9592792399602387,0.9999999999999999,4.999999999999998,3,0.003304563781391656,0.018426825913175973,100
4177,0.0,0.8463222340794085,0.6135936959262052,2.2775706426498,7,-1.1102230246251565E-15,0.11156327288587425,100
4177,0.0,0.9999999999999999,0.32714291246922805,1.0927983826366228,5,-1.5543122344752192E-15,0.1637070938095898,100
4177,0.0,0.1492363744286455,0.687170757565036,4.066509139126853,5,-2.220446049250313E-16,0.08158186578742146,100
4177,0.4132424452119795,0.9167853699002966,0.9434869152175657,4.999999999999998,7,0.005233476553659799,0.009592792100200889,100
4177,0.0,0.5088907490143808,0.4210456448712401,0.8404851743691882,1,-1.1102230246251565E-15,0.11080861283489445,100
4177,0.0,0.17031808897669973,0.22826928911430078,2.3193887736181957,4,-1.3322676295501878E-15,0.10155372249949954,100
4177,0.0,0.7764325578220388,0.23232234988066428,0.9813741601869609,5,-4.440892098500626E-16,0.09912890906018049,100
4177,0.32957016283004986,0.9999999999999999,0.9999999999999999,4.999999999999998,1,0.007361023480059292,0.014091392840484761,100
4177,0.27365989364103765,0.9999999999999999,0.9999999999999999,4.999999999999998,1,0.013263866103387478,0.01915731802776535,100
4177,0.053732090390198974,0.823844600430594,0.6402940388564716,4.63766642963361,5,-6.574638303025182E-5,0.06391807344386448,100
4177,0.0,0.7716466147955815,0.8542425940172677,2.8062518786600665,5,-1.9984014443252818E-15,0.06676918656793887,100
4177,0.0,0.6068802918805724,0.24503831223222847,1.6668726991464446,5,0.0,0.06434464995580652,100
4177,0.0,0.4470291048402975,0.8228508207355986,4.495029490350799,5,-1.1102230246251565E-15,0.08548789145666029,100
4177,0.5290768403538919,0.9999999999999999,0.8416181755551652,4.999999999999998,1,0.001064016334068052,0.013110052569462318,100
4177,0.8892408117174598,0.8623874171979427,0.9999999999999999,4.913199216267952,1,0.013180440406023397,0.049883335786543935,100
4177,0.0,0.8597159858255919,0.0,4.751767576205155,1,-1.5543122344752192E-15,0.15255639533373894,100
4177,0.0,0.9999999999999999,0.6675094830100077,0.0,1,-1.5543122344752192E-15,0.1300202146513325,100
4177,0.0,0.6462052029016635,0.12381644907659338,3.351438494615462,5,-1.3322676295501878E-15,0.09195792369505555,100
4177,0.0,0.6399745393742625,0.3949846059231688,0.22165010264251772,5,0.0,0.08425788677455541,100
4177,0.0,0.7915730717072846,0.0,4.741911889710033,7,-1.3322676295501878E-15,0.15265945446116833,100
4177,0.9999999999999999,0.815001910396408,0.9999999999999999,4.999999999999998,7,0.013994590617122382,0.019548018058946622,100
4177,0.0,0.750141378162708,0.8552542765620331,2.3165302256569418,3,-1.7763568394002505E-15,0.168577477637906,100
4177,0.0,0.7574349431346498,0.8926860697487131,1.9035439315702676,3,1.1102230246251565E-15,0.15798396337712978,100
4177,0.0,0.8479460883769254,0.7874439510808289,0.2681615021827869,4,1.4432899320127035E-15,0.07596011726138946,100
4177,0.318156796082193,0.8589670196727173,0.8316930877125649,4.999999999999998,6,0.011737774524620215,0.019539472435244874,100
