evolution$generation,relocationRate,gammaCDA,gammaCDE,betaDC,scenario,relativeAccessibility,relativeCongestion,evolution$samples
7954,0.6907870871449908,0.7286663341952118,0.09643479261697596,8.291388399320617,0,0.9711019249811956,1.2509568040258991,46
7954,0.001,0.9451363160954925,0.6365177232848027,9.829828698261165,5,1.0007659075682798,0.9890150269240017,1
7954,0.2152220083506174,0.5467047133856104,0.16208555944154646,8.69795922922445,2,0.8851333451664691,1.0104706684544444,66
7954,0.2933706455552834,0.8408703980606635,0.5215722812434791,10.0,1,1.093060811684236,1.1180021876255875,5
7954,0.9999999999999999,0.6258260486809938,0.24857643834337312,7.591071716201098,4,0.8915828596262436,1.1646900954223673,3
7954,0.023342475928022292,0.9640893072601457,0.37922012642903713,7.49734720525471,7,1.0132508333730674,1.0212747578170192,62
7954,0.4681450798926731,0.6485734302723907,0.888951601255177,9.48747305747479,2,0.8147759806023284,1.8161601838074195,70
7954,0.3856091623977821,0.6634146186596372,0.18423031153144726,8.924615830800755,5,0.868850958206561,0.6409441643004679,1
7954,0.7714890322871931,0.9081946861076058,0.24462143672261538,7.351233907696955,0,1.0202684328101967,1.1368929026661623,30
7954,0.16181251354608314,0.906555971416062,0.0,9.756508909816628,6,0.9661992481706138,1.3499319252311126,1
7954,0.5386478888178193,0.6550780471054028,0.2539337417697754,5.983339056500027,0,0.896974675395561,0.9714649385679904,10
7954,1.0,0.6309104012051376,0.05300389269496049,9.022435689261354,7,0.8561968273689232,1.3648751157321677,1
7954,0.7768309174715679,0.7766162387672573,0.22135351715412624,9.881766080047603,7,1.0748793771006204,1.0390085758149783,2
7954,0.5057336193881308,0.6057191599281306,0.14565503799541896,10.0,0,0.8695862897388457,1.420254679711728,1
7954,0.36787547891516925,1.0,0.0,8.523872430946128,3,0.9823387261636872,1.1839503235151374,3
7954,0.78625493561681,0.6671661821375232,0.10967752708339328,9.289623249904457,5,0.8843459037025915,0.9264251530415422,1
