evolution$generation,relocationRate,gammaCDA,gammaCDE,betaDC,scenario,relativeAccessibility,relativeCongestion,evolution$samples
7272,0.6907870871449908,0.7286663341952118,0.09643479261697596,8.291388399320617,0,0.9717998103560817,1.2592318041525994,42
7272,0.001,0.8900968178648899,0.7304185923709519,9.687550057389062,5,1.0007619220645612,0.9579956649731692,3
7272,0.2152220083506174,0.5467047133856104,0.16208555944154646,8.69795922922445,2,0.8837871778689116,1.0104706684544444,56
7272,1.0,0.6754267621822281,0.12029116757427571,9.391672286693968,2,0.8881069217390407,1.276885094322109,15
7272,0.5440825234357493,1.0,0.27892251297544124,9.880773141902962,2,1.0626020130809015,1.1211532293574478,1
7272,0.9999999999999999,0.6258260486809938,0.24857643834337312,7.591071716201098,4,0.8915828596262436,1.1646900954223673,3
7272,0.023342475928022292,0.9640893072601457,0.37922012642903713,7.49734720525471,7,1.013138435807389,1.0212747578170192,56
7272,0.4681450798926731,0.6485734302723907,0.888951601255177,9.48747305747479,2,0.8124535211682994,1.7849241960071638,65
7272,0.7714890322871931,0.9081946861076058,0.24462143672261538,7.351233907696955,0,1.0202684328101967,1.1161135378894838,28
7272,0.9778015582646946,0.0,0.9651792734754765,6.505652332495993,2,0.9555168823404705,1.3097965309117015,5
7272,0.5386478888178193,0.6550780471054028,0.2539337417697754,5.983339056500027,0,0.8969211139812391,0.9598594921001484,5
7272,1.0,0.6309104012051376,0.05300389269496049,9.022435689261354,7,0.8561968273689232,1.3648751157321677,1
7272,0.4757886999134829,0.6630367663327417,0.1907792536896441,8.29746538659105,4,0.8505557202460747,1.41122791520905,1
7272,0.5184851971427114,0.9974834824285023,0.2608584759215479,9.888388554186035,6,1.0761974703320711,1.162592035507915,1
7272,0.36787547891516925,1.0,0.0,8.523872430946128,3,0.970540921447207,1.190925934093936,1
7272,0.4031776909427977,0.6552030912042808,0.17921844729099762,8.836730586584494,6,0.8510799983962181,0.9425672571441039,1
7272,0.32518137134824643,0.6711917592645652,0.18631578569546675,9.520547786627672,4,0.7897644647892433,1.1338473074571802,1
7272,0.2478013855162282,0.8815837084665011,0.19102030655713878,9.268052102435874,0,1.0581527796650148,0.5382415738108612,1
7272,0.048855477420347494,0.7530114296760577,0.9801271080564729,6.642331691646226,1,1.0111459314814635,0.6317009959007711,47
7272,0.44048538409985943,0.6138813360017437,0.7210314807295344,5.163825339754798,6,0.9393917839409706,1.3092829216223252,3
7272,0.4687810218858857,1.0,0.7098393818805933,8.957103255947892,2,1.0695275243732003,0.9492853861648278,8
7272,0.6058195051634004,0.5908266463036702,0.08998154102465272,5.500042013488963,3,0.9467269255717945,1.1135571734334138,34
7272,0.1607568326408569,0.9264180561900329,1.0,3.9065605041428197,3,0.9569566368753857,0.6119711030208193,1
7272,1.0,0.6164003432675439,0.0,10.0,6,0.831906709155357,0.642767781521265,1
7272,0.5136471324594273,0.6490381939832297,0.0,9.617015281756887,7,0.8482415203362135,1.2093914472155087,1
7272,0.19544350907025748,0.9642238139279415,0.8658466501016642,3.6986368995930974,2,0.9379393760358614,1.4206908147273452,13
7272,0.04537446679866866,0.6457509260830618,0.19360363724968063,9.751697086560835,4,0.9033984428341941,0.5914968069369954,1
7272,0.2418382793603563,0.8253553058846846,0.508269702845028,9.534028692634426,2,1.1003804409455065,1.3358519249185465,1
7272,1.0,0.6482583888361125,0.13593813861928328,9.543032392167703,7,0.8603225707708594,1.2261584133479317,1
7272,0.8603606326148815,0.6796768838997456,0.20930136605174535,9.82535757934154,0,0.8075031269935373,1.2543224384502154,1
7272,0.49518098582599124,0.6420317275752749,0.15143127555074626,8.655636431903236,7,0.8962463876030722,0.7697705578092177,1
7272,0.3875587211222901,0.6434439588791401,0.13456540625173538,9.77763630562122,6,0.8381321843899573,0.7802822771191954,67
7272,0.8608097766018197,0.6697901179326804,0.0,9.782467811088736,1,0.9253297721216844,1.4656381310893494,2
7272,0.6046239632809701,0.9514053803922393,0.32448400624348905,9.146664019979218,5,1.0738966627800053,2.125539353518565,73
7272,0.46594701663575033,0.7878843703073385,0.6739860434102332,5.674156020797629,7,1.0011582109953963,1.3838126306074752,1
7272,0.573125411631972,0.6383279966947063,0.3358038300394054,10.0,6,0.770956920516604,2.1695823057439343,4
7272,0.10653557533312773,0.6501841611113044,0.895706628015013,8.381134280629235,7,0.88747667017369,2.143659684541611,40
7272,0.7314059725530024,0.9121363644199307,0.48470071811634985,8.169848145736527,5,1.0685691891250446,0.7234749580032218,14
7272,0.48284944006084685,0.6689652112181644,0.2632557388515512,9.554298958805738,6,0.7790620306026291,0.5726543362610451,1
7272,0.9404138952618732,0.6377656590068782,0.2518098664477294,10.0,4,0.7842157205799717,1.1991606287246395,1
7272,0.547845946311235,0.6540440096102175,0.20395779720154664,9.605485120780653,6,0.8368442634536157,1.4787002909776408,1
7272,0.3782243100181973,0.8913250264412219,0.14440977540656347,9.75546089802558,6,1.0220794952058878,1.299517025007373,1
7272,0.09297261636688921,0.8438307593216726,0.33619732720766504,10.0,4,1.0508201510509358,1.4784632620775653,1
7272,0.3200627609264942,0.6439591920906518,0.4868613452097539,9.953772807920057,0,0.7957208198764107,0.01758982062211409,13
7272,0.5096952827600569,0.9140691616358584,0.33132531116778874,9.64555271955826,5,1.107066237787428,1.0146879077291835,1
7272,0.44631981599408677,0.21164423811493704,0.7799593122379397,6.453893064758884,2,0.9602148732478882,1.4704021723964509,13
7272,0.12690972184875518,0.9066316387140152,0.20183911691995626,7.552999174538453,5,1.021580059642236,1.2270416413458345,64
7272,0.8704971513711395,0.6760150126879984,0.24297043186690787,9.758266497002904,0,0.7861874526293691,0.7731270360551772,1
7272,0.7128768080561528,0.8685800076145487,0.4268152773556078,9.864518570692784,2,1.1124879829100618,0.7329123887475371,1
7272,0.5701620075053866,0.6180142976846177,0.689873140929586,6.162964406227049,2,0.9533180180680059,1.3784045486326892,15
7272,0.18741880023346527,0.8675623508988983,0.8099925241082371,3.192329302191801,7,0.9648936944487534,0.8126381158932245,1
7272,1.0,1.0,0.9046097463567968,10.0,6,1.0800449070782738,1.418770442803551,10
7272,0.58903340073076,0.8893245321908443,0.33963571968013684,10.0,1,1.1004743882918075,1.1432876057286656,1
7272,0.48500678539592335,0.6443619206166187,0.01672520988461594,9.879910036337542,0,0.8531506664200021,0.8400116979239869,8
7272,0.5735537586081177,1.0,0.27745080706905506,9.900636897027113,1,1.100908214121944,1.173380970531659,7
7272,0.11490706570276592,0.9506479063799653,0.7945622552571641,9.905591500693445,6,1.0651956302427157,1.2869333807460035,28
7272,0.9165225349209729,0.9530674099250949,0.6798501853794072,9.035945629825079,5,1.0732917954161725,0.8121322874955644,1
7272,0.478996396629142,0.6690078786287181,0.2585164767628356,9.511442099704075,2,0.7926629830208851,1.423350268762282,1
7272,0.3359796610311502,0.6336532998780241,0.13147525770814694,9.748406646255399,7,0.910998947377438,1.37265368849079,1
7272,0.20628637244813613,0.5621558770979322,0.9581416501842412,4.72511629031737,7,0.9534055754475584,0.7210602296221305,45
7272,0.04885547742034749,0.7530114296760577,0.9801271080564729,6.642331691646226,0,1.006085524821013,0.5417167497027178,2
7272,0.5835527784658898,0.344088065864788,0.04273390430492463,8.247113028900381,3,0.9502309582245743,0.9422294630007787,23
7272,0.4756882332348577,0.22283803974745509,0.38855199440841887,5.309060450860591,1,0.954585842216255,0.6552040365227371,1
7272,0.40381673839173343,0.5972603971811723,0.8677633591275269,4.101408136781439,6,0.9267802379944593,0.8778054164688052,31
7272,0.001,1.0,0.943285789875824,7.0506244940033795,0,1.0006846254156094,0.8305319358061345,1
7272,0.21152467925128934,0.6934077386420114,0.22110553640096414,8.821732162584373,5,0.8932638153903042,0.5860387691703005,1
7272,0.7862776782068827,0.0,0.309734588978767,6.154891465272088,5,0.9611218476427947,0.5376913232779101,5
7272,0.3022505680377836,0.6729061922154281,0.4855978781527964,9.953829974984735,1,0.9145344984839439,1.2311225347311323,1
7272,0.1687522678492794,0.9844501383824948,0.645998943808316,10.0,3,1.067106957285219,1.3914902273034535,5
7272,0.039684276113842155,0.7324765651174787,0.968326178501225,6.903649858343639,2,1.0004574696823358,0.5851822196422894,1
7272,0.04319828991290972,0.7371130906812242,0.11954887141136905,6.341906068726082,0,0.9834710881732754,1.0749430245806706,32
7272,0.9866301649831047,0.9188794494587933,0.3727031115246904,9.681636821654084,1,1.1027749502601027,0.0018839504315642437,1
7272,0.35799335522623477,0.9551103169526697,0.48806524552700187,8.108883134450691,6,1.0673751859665384,0.625079065917867,2
7272,0.11819872389625502,0.9108135895032526,0.22429538634647628,7.533184246571746,4,1.0207765111309857,0.7828591128297946,5
7272,0.6259639323199633,0.6509511116125911,0.2104586612762821,9.617703158438593,6,0.7903372152146985,0.9978800226795682,1
7272,0.6405316977590705,0.6740631695106106,0.21872721463964945,9.17686337323881,6,0.846982249389036,1.3025579812703791,5
