evolution$generation,relocationRate,gammaCDA,gammaCDE,betaDC,scenario,relativeAccessibility,relativeCongestion,evolution$samples
7272,0.6903336585760433,1.0,0.8999362798670235,10.0,2,1.1003560429724892,0.66109288658184,1
7272,0.212170569489656,0.6421506277047316,0.6437611179393073,9.556343206186892,2,0.7834128413146797,1.2975144491185693,1
7272,0.2933706455552834,0.8408703980606635,0.5215722812434791,10.0,1,1.100796890640507,0.5597085300464071,2
7272,0.594768219065581,0.8938491487374745,0.36520320098813985,9.959542970223055,4,1.0847712522173456,1.2119327416515489,3
7272,0.6758413131948117,0.6750314272385539,0.2254463024806883,8.487238731597662,3,0.8468315437962294,0.5037598121255403,1
7272,0.1766586900638951,0.21743537054990902,0.5922954487049668,8.902195582463746,2,0.9398769756002805,1.7521791274985026,46
7272,0.3236779996931417,0.9099866859269785,0.6116561793898281,6.590106801194607,4,1.0239734184974911,1.3333431847619028,6
7272,0.27692136899000713,0.16345314847563297,0.5043185429246106,4.7283726422747225,3,0.9624177366230131,1.1089740413900253,5
7272,0.8160790080007692,0.10157159241094083,0.9951801817242565,5.410316305539302,2,0.9419328783311529,0.5368016064687632,31
7272,0.523465952638169,0.663524520277653,0.25679185205471977,6.898897480228881,4,0.8713371946108901,0.6608461986666228,1
7272,0.33564868148397775,0.6455445067539032,0.0,9.737166697252919,4,0.8415664551526352,0.9307375210528823,26
7272,0.001,0.7315115863264656,0.7956333373530362,10.0,7,1.0004567368384667,0.9313878685355018,1
7272,0.12690972184875518,0.9066316387140152,0.20183911691995626,7.552999174538453,4,1.0158383437346588,0.8832923715203316,62
7272,0.5929668763503344,0.6345693865205628,0.382015910512855,9.522320269595495,2,0.7993311241290921,1.3390925576253674,11
7272,0.9751191258456378,1.0,0.7298420042862032,10.0,5,1.077127651463005,0.8594044661729857,1
7272,0.917110778666965,0.721285491564625,0.8058201440467734,7.894649653475696,0,1.0433646425832603,0.013550777974723684,29
7272,0.4553273577735805,0.6432596640263051,0.15881817242950422,9.495150260143351,4,0.817431800202438,0.8865313072018158,1
7272,0.48276400630535465,0.6587582106032266,0.21285203724179166,9.656374460487653,6,0.7884986795423755,0.5398602852561889,1
7272,0.8419637129999048,0.7480900724093873,0.522952758442705,5.451043594629404,0,0.9656542687684608,0.1914543293034665,70
7272,0.6386744695835774,0.8568949374642059,0.2587062714845021,5.623697211689336,2,0.9567585021552685,0.7833443696180902,30
7272,1.0,0.6743105537066072,0.2687538161623536,9.752637690500446,0,0.7739297338086042,1.3524605368324314,1
7272,0.18691206049647355,0.36849006679613217,0.5456853539843056,7.246728227207777,4,0.9449053009422612,0.2605486484589501,40
7272,0.8642170283099624,0.6755801161988658,0.20851132228907876,9.822997884386833,4,0.7989290461650327,1.0908542422718077,20
7272,0.5753102471758852,0.998254720150335,0.33893133477218645,9.925177950496531,1,1.1059148253294606,1.0776471021554566,4
7272,0.09746331634595848,0.9975041870993027,0.5753845175572041,8.108339064247135,7,1.0551611310159459,1.089419637195563,21
7272,0.2754076733163288,0.011878203978236801,0.8766827944926143,5.071975994253581,6,0.9401116153544621,1.2536576752476452,25
7272,0.30958940694004855,0.9373079669408628,0.6147873826376415,7.485037555079678,2,1.0530357384428706,0.009474467683873514,45
7272,0.9648265483411202,0.7942006535975428,0.03748841568271222,1.2899985652337742,4,0.9241834197752881,1.1737425738072729,24
7272,0.19544350907025748,0.9642238139279414,0.8658466501016642,3.698636899593098,7,0.9607232051027741,0.5887882651234224,19
7272,0.6087726624012479,0.9986861418171447,0.3395826015398359,9.824408258863217,1,0.0,0.0,1
7272,0.8733589710611145,0.67039596081696,0.21185229567740532,9.824178073627706,6,0.7899313638579983,1.0355410420512607,1
7272,0.2628014999810593,0.8599758460793938,0.2932030105256272,8.20567287643783,0,1.0569745524015983,1.3426500072179426,1
7272,0.44878296879674157,0.574833164571882,0.7013681772744274,8.057944667678179,0,0.9810106840490723,2.339052322328759,70
7272,0.5255211644746385,0.6427067754351866,0.12115477514780373,9.52956527646592,2,0.8820040617620812,1.482443917620043,1
7272,0.2590723067434649,0.09671167027106398,0.015808193792197667,9.696452231305734,4,0.9185171277747468,0.7855139820291638,28
7272,0.8427122258691231,0.6298768175690193,0.477164215724419,9.007186904215557,4,0.8706527183097248,1.0949187677557346,3
7272,0.864756040426243,0.6675091913088492,0.28939996205365465,8.409425738048142,6,0.8319482096757098,0.5771441630002285,8
7272,0.49177360786428986,0.6491278627214871,0.7555851462618965,9.754359988945946,0,0.8141248251104354,1.3538082845643955,16
7272,0.6166416928339105,0.9937245484102104,0.3592367337709567,9.921932645756698,4,1.120109755787816,1.3713327788859426,1
7272,0.632897526977244,0.9758592411282172,0.8833349509979003,9.702859437803399,5,1.077758855596493,0.5939049308708806,1
7272,0.128742351380534,0.6521263074071335,0.21054566249180012,9.567987284685683,6,0.8207638867277749,0.9648026437417404,4
7272,0.001,0.9352060402757623,0.07806671203598747,1.5885689233866467,5,0.998938122669774,0.8713074665095877,12
7272,0.4905283857400224,0.7943469086494185,0.05887267321597404,8.476929539695192,3,0.9705472286428882,1.4461829522237402,1
7272,0.18004955528888886,0.8947799371668976,0.8556170263837453,3.567452005020344,0,0.9394532499921332,0.6671359959830979,23
7272,0.6006225438966357,0.6626494465014587,0.34274047816247366,9.089879679268163,0,0.7900303659642897,1.484294530923001,1
7272,0.15319341027642303,0.6244572379064655,0.0904666362701374,7.6318190680252584,7,0.8875479179350433,0.8675097146848323,32
7272,0.8647560404262431,0.6675091913088491,0.2893999620536547,8.409425738048142,6,0.8343634143436883,0.6719873758118219,17
7272,0.7366992274504376,0.6018536249011264,0.27461602831379683,9.500840611604115,2,0.8705903066341155,0.04197888661254459,47
7272,0.44754756388461797,0.7658501346770226,0.925341572846368,6.584073170855245,5,1.0322241270882189,1.4416961645724613,11
7272,0.3804595065785353,0.6422863904861458,0.18138038404663367,8.806139088915923,7,0.869159408461541,0.7321655255582699,12
7272,0.9994772612828039,0.6564201529644644,0.7165756180285687,9.529322636720021,0,0.8292392627662769,1.1745057190440722,10
7272,0.9718052674843225,0.812482226419475,0.5495732681825277,9.654878748706345,5,1.0788702346311136,0.7730576706119127,20
7272,0.001,0.9045924035912986,0.6720710440334886,7.9374543539242515,4,1.0007324231890937,1.1810997170494377,1
7272,0.416817978777863,0.6420628192206932,0.1345654062517354,9.777636305621217,4,0.8433888864161531,1.0160655140862507,45
7272,0.7578754373049446,0.881175002138351,0.42897457438320724,9.94225137024255,1,1.1054211879100784,4.793503369649668,1
7272,0.6058195051634004,0.5908266463036702,0.08998154102465272,5.500042013488963,6,0.921600277208626,0.9226595357482832,52
7272,0.1644788090617494,0.8839029990562757,0.9630387249842722,9.36020594658474,2,1.0403407498536337,1.0953900189649735,3
7272,0.38730035838196675,0.6422452824069877,0.18341387472226742,8.796765726690856,2,0.8475929512483749,0.8058288313502174,1
7272,0.1473823903587479,0.7598927628870702,0.375167218684205,7.140919713961211,3,1.0258938427185162,1.7994239545124813,48
7272,0.6233918909654509,0.6468699054166969,0.06180642038181745,9.436970823206241,6,0.8521579214281881,1.3020616477160403,1
7272,0.39030344441946424,0.635810185542532,0.1616118962361981,10.0,1,0.8725496213332015,0.5479348507462577,1
7272,0.4780591674385818,0.6787947073618181,0.8585535736188341,9.481794592325272,4,0.7469234006923213,0.2689471047788502,1
7272,0.43704929435198525,0.9661474593966082,0.19135244554141995,3.049523978168267,7,0.9417071699924261,1.0198504542383746,25
7272,0.3562169673734839,0.4011202622520469,0.8734681156448034,0.7420697105489116,5,0.9384006982472503,0.8223064635250505,27
7272,0.001,0.4548361274277236,0.0,8.599185031884296,0,0.9962318673537912,1.225049810829221,2
7272,0.02290708763315138,0.34182759598165724,0.6093924126380943,5.656402633762852,1,0.9718786975428508,0.9769085458575382,26
7272,0.16532546332657397,0.5798559639304603,0.5768731281333828,9.36481697016712,2,0.8397362176416332,0.10781388997077807,40
7272,0.8725965808204939,0.5586759929828362,0.583999453452918,5.068463852373053,6,0.9453604677680979,0.6229670557844931,34
7272,0.14242682061989057,0.6491914875837731,1.0,3.658378430892393,0,0.9323174608826279,1.0764767630178158,1
7272,0.008105095814575,0.5501942048429522,0.16781607817613264,3.698202699295061,5,0.988334212331752,1.0211477328027398,32
7272,0.16501037223540155,0.9233556517627446,0.21962778674160727,7.307001253775632,3,1.022692852523391,0.711195848638214,2
7272,0.6951266077312789,0.871749495648392,0.44331891919781874,9.445829292858196,5,1.1019703280047581,0.5245691760962213,3
7272,0.40247343407297004,0.8218440098153283,0.6181929716522929,10.0,2,1.1002267711943607,0.7501209529447558,1
7272,0.8654586886370803,0.6544304838341101,0.1697268095325405,10.0,4,0.825215045646893,0.7467559625585124,2
7272,0.5000611324818788,0.6775663623001786,0.21314423615242234,9.739398718092062,2,0.7978535803753896,0.6648372294811894,1
7272,0.9991631656990825,0.6371122203396873,0.25329213342950174,8.435499081377909,4,0.8523584906093575,1.110345617990981,33
7272,0.9804588007369627,0.06704795532903196,0.0,10.0,0,0.9068891646038906,0.7470960700212386,1
7272,0.6170131416392588,0.08224984109214328,0.07273835842753607,4.71128914500836,7,0.9402276272852125,0.9753235836838667,28
7272,0.510219504989701,0.6495329156284128,0.20362827292980473,9.760762402300436,4,0.8208455853688207,1.1047200790115441,12
7272,0.5986537473035904,1.0,1.0,10.0,4,1.1062912722937797,0.9939685612373038,1
