evolution$generation,relocationRate,gammaCDA,gammaCDE,betaDC,finalTime,scenario,oppositeRelativeAccessibility,relativeCongestion,evolution$samples
1,0.7999999999999999,0.7,0.9999999999999999,2.3000000000000007,113,6,0.07746005806344458,0.23956283912794887,1
