evolution$generation,relocationRate,gammaCDA,gammaCDE,betaDC,finalTime,scenario,oppositeRelativeAccessibility,relativeCongestion,evolution$samples
3,0.0,0.9999999999999999,0.7,1.3,80,6,-4.440892098500626E-16,0.23655385273519416,1
