evolution$generation,relocationRate,gammaCDA,gammaCDE,betaDC,finalTime,scenario,oppositeRelativeAccessibility,relativeCongestion,evolution$samples
2,0.6,0.5,0.1,1.4000000000000001,21,3,0.06627132372411759,0.9989854046538437,1
2,0.9999999999999999,0.8999999999999999,0.2,1.9000000000000006,95,7,0.0583236943873765,1.0138565180647907,1
