evolution$generation,relocationRate,gammaCDA,gammaCDE,betaDC,finalTime,scenario,oppositeRelativeAccessibility,relativeCongestion,evolution$samples
5,0.9999999999999999,0.30000000000000004,0.30000000000000004,3.2000000000000015,62,5,0.05672237346777553,0.922717904561795,1
5,0.0,0.2,0.6,1.5000000000000002,43,0,1.1102230246251565E-16,0.9229409508105956,1
5,0.0,0.2,0.6,1.5000000000000002,43,5,0.0,1.183711536454831,1
