betaDC,collCost,evolveLanduse,evolveNetwork,expcollab,failed,finalTime,game,gametype,gammaCDA,gammaCDE,id,lambdaAcc,networkSpeed,nwBetweenness,nwCloseness,nwDiameter,nwLength,nwPathLength,nwRelativeSpeed,realcollab,regionalProba,relocationRate,replication,roadLength,setupType,synthConfFile,targetDistance,targetNetwork,wantedcollab
1.8,1.0877365558210713E-4,1,1,0.48912435008786703,0.0,10,2.7190115869455234,discrete-choices,0.9,0.65,246,0.001,5.0,0.023391812865497075,1622.8188087165413,0.6408858342349179,48.16843822845211,0.048680804147222534,398.02770513662784,1.0,0.733934796683603,1.0,169428517,2.288276452139202,gis,setup/conf/real_nonw.conf,37.27130597251842,1,1.0
1.8,1.0877365558210713E-4,1,1,0.4891243500878732,0.0,10,2.7190115869455234,discrete-choices,0.9,0.65,246,0.001,5.0,0.019336219336219335,1710.1086949470541,0.602639506674245,46.99445062688367,0.038536234539544134,488.20824520955216,0.0,0.733934796683603,1.0,59560796,2.288276452139202,gis,setup/conf/real_nonw.conf,39.22488971946241,1,0.5
1.8,1.0877365558210713E-4,1,1,0.48912435008787225,0.0,10,2.7190115869455234,discrete-choices,0.9,0.65,246,0.001,5.0,0.02345191040843215,1684.9134765382162,0.36842165756868417,49.068862240869706,0.03397511075059845,510.35946159904853,0.0,0.733934796683603,1.0,-993760891,2.288276452139202,gis,setup/conf/real_nonw.conf,41.229587992578196,1,0.5
1.8,1.0877365558210713E-4,1,1,0.0,0.0,10,2.7190115869455234,discrete-choices,0.9,0.65,246,0.001,5.0,0.016666666666666666,1732.2981315089253,0.410818510677892,47.41691073913886,0.030097193586513086,454.13754215989263,0.0,0.733934796683603,1.0,-455093433,2.288276452139202,gis,setup/conf/real_nonw.conf,37.88255916542139,1,0.0
1.8,1.0877365558210713E-4,1,1,0.48912435008786265,0.0,10,2.7190115869455234,discrete-choices,0.9,0.65,246,0.001,5.0,0.00989486703772418,1823.6880305568845,0.43006732355702587,47.10535077070035,0.019972845158415676,436.3615059148904,0.0,0.733934796683603,1.0,1876658674,2.288276452139202,gis,setup/conf/real_nonw.conf,32.204701337996184,1,0.25
1.8,1.0877365558210713E-4,1,1,0.48912435008786886,0.0,10,2.7190115869455234,discrete-choices,0.9,0.65,246,0.001,5.0,0.015114196148678908,1715.7404742278213,0.37900693743562386,49.08327497474875,0.02553858403638275,584.3798658575264,0.0,0.733934796683603,1.0,395319815,2.288276452139202,gis,setup/conf/real_nonw.conf,35.88150873995433,1,0.5
1.8,1.0877365558210713E-4,1,1,0.48912435008786864,0.0,10,2.7190115869455234,discrete-choices,0.9,0.65,246,0.001,5.0,0.03469477382520861,1469.0504159622462,0.6163256929749638,48.34501969428055,0.06748950406246627,420.9629404314411,0.0,0.733934796683603,1.0,-1971251035,2.288276452139202,gis,setup/conf/real_nonw.conf,38.96370851793543,1,0.25
1.8,1.0877365558210713E-4,1,1,0.48912435008786725,0.0,10,2.7190115869455234,discrete-choices,0.9,0.65,246,0.001,5.0,0.01396574440052701,1773.0684270225295,0.4980028488095079,49.557975198840836,0.030707070764713733,448.6613553341722,0.25,0.733934796683603,1.0,-1020553053,2.288276452139202,gis,setup/conf/real_nonw.conf,42.46647340930372,1,0.625
1.8,1.0877365558210713E-4,1,1,0.48912435008786753,0.0,10,2.7190115869455234,discrete-choices,0.9,0.65,246,0.001,5.0,0.006688963210702341,1893.0389437848562,0.4465207710734078,48.41921113115021,0.014384275633687391,509.6240236975973,0.0,0.733934796683603,1.0,773696762,2.288276452139202,gis,setup/conf/real_nonw.conf,34.165773982020866,1,0.3333333333333333
1.8,1.0877365558210713E-4,1,1,0.48912435008786703,0.0,10,2.7190115869455234,discrete-choices,0.9,0.65,246,0.001,5.0,0.014945652173913044,1760.9782628574214,0.556525524008011,46.99278383992522,0.02838292326414578,476.5247235001902,0.5,0.733934796683603,1.0,2128409560,2.288276452139202,gis,setup/conf/real_nonw.conf,44.42330035971279,1,0.625
1.8,0.003912984056446165,1,1,0.17290265869460542,0.0,10,2.013035071355205,discrete-choices,0.9,0.65,240,0.001,5.0,0.0943258529465426,546.8278319829915,0.9156942030437814,87.92179111571642,0.2774147988696357,104.94601962541724,0.0,0.7389074115398117,1.0,1947199679,4.420885452966337,gis,setup/conf/real_nonw.conf,69.80566702072976,1,0.0
1.8,0.003912984056446165,1,1,0.1729026586946055,0.0,10,2.013035071355205,discrete-choices,0.9,0.65,240,0.001,5.0,0.08463203463203463,474.042291515199,0.9850717272537644,92.45700898134595,0.3176254470752734,87.07125121600346,0.0,0.7389074115398117,1.0,1603782696,4.420885452966337,gis,setup/conf/real_nonw.conf,58.953388554353964,1,0.0
1.8,0.003912984056446165,1,1,0.1729026586946051,0.0,10,2.013035071355205,discrete-choices,0.9,0.65,240,0.001,5.0,0.07886178861788619,203.4720114659195,0.8953454025824771,91.27545339495451,0.31936154914538867,53.548629636192,0.3333333333333333,0.7389074115398117,1.0,738195808,4.420885452966337,gis,setup/conf/real_nonw.conf,94.2255310716246,1,0.6666666666666666
1.8,0.003912984056446165,1,1,0.1729026586946049,0.0,10,2.013035071355205,discrete-choices,0.9,0.65,240,0.001,5.0,0.054573582173068694,824.0558659269002,0.9624008844105408,89.29315236980055,0.19252548891308505,175.60602829266432,0.0,0.7389074115398117,1.0,1784041085,4.420885452966337,gis,setup/conf/real_nonw.conf,94.76363250736792,1,0.0
1.8,0.003912984056446165,1,1,0.17290265869460628,0.0,10,2.013035071355205,discrete-choices,0.9,0.65,240,0.001,5.0,0.09970474676357029,236.84293000603387,1.2290642181983986,90.0433549773713,0.4008247230875493,51.629696855247694,0.0,0.7389074115398117,1.0,1540766241,4.420885452966337,gis,setup/conf/real_nonw.conf,74.73400410022954,1,0.0
1.8,0.003912984056446165,1,1,0.17290265869460592,0.0,10,2.013035071355205,discrete-choices,0.9,0.65,240,0.001,5.0,0.04403512246649501,1339.3924293686173,1.16295813874553,94.00299187595009,0.1687492997506072,344.6722225817208,0.0,0.7389074115398117,1.0,404754910,4.420885452966337,gis,setup/conf/real_nonw.conf,88.67605784184288,1,0.2
1.8,0.003912984056446165,1,1,0.1729026586946052,0.0,10,2.013035071355205,discrete-choices,0.9,0.65,240,0.001,5.0,0.07944583238700886,449.46150565456685,0.8655588828864629,88.83259637870789,0.29838466106769546,252.47595116557625,0.0,0.7389074115398117,1.0,2109777439,4.420885452966337,gis,setup/conf/real_nonw.conf,65.03181259267322,1,0.0
1.8,0.003912984056446165,1,1,0.0,0.0,10,2.013035071355205,discrete-choices,0.9,0.65,240,0.001,5.0,0.09483225108225107,7.305923500331255,0.8669452350141743,89.86937353359862,0.3551671784316142,1.4033024292969398,0.0,0.7389074115398117,1.0,600315387,4.420885452966337,gis,setup/conf/real_nonw.conf,70.26361333963297,1,0.0
1.8,0.003912984056446165,1,1,0.17290265869460664,0.0,10,2.013035071355205,discrete-choices,0.9,0.65,240,0.001,5.0,0.08996831055654585,461.6417488939015,1.1272488171576158,88.34199321039067,0.3180685000997922,92.07526568895321,0.0,0.7389074115398117,1.0,-456483946,4.420885452966337,gis,setup/conf/real_nonw.conf,94.93455019735012,1,0.0
1.8,0.003912984056446165,1,1,0.1729026586946058,0.0,10,2.013035071355205,discrete-choices,0.9,0.65,240,0.001,5.0,0.08602150537634408,701.9082419031616,1.0991674178276025,91.01789120216759,0.28466770721397233,141.54206597293106,0.0,0.7389074115398117,1.0,-833328091,4.420885452966337,gis,setup/conf/real_nonw.conf,78.90965187973076,1,0.0
1.8,0.002107366794738921,1,1,0.3009145343342212,0.0,10,2.3844021833392643,discrete-choices,0.9,0.65,242,0.001,5.0,0.021037868162692847,1643.3273885442266,0.5024833028483741,61.359930122806574,0.04943587694506641,402.401530470003,0.0,0.5504699500703404,1.0,-640279063,3.0830123172938797,gis,setup/conf/real_nonw.conf,58.999700672612384,1,0.2
1.8,0.002107366794738921,1,1,0.3009145343342203,0.0,10,2.3844021833392643,discrete-choices,0.9,0.65,242,0.001,5.0,0.056376941457586614,1134.1549146903571,0.9727819679399056,63.8569585890648,0.1489165483768736,297.4906011982613,0.16666666666666666,0.5504699500703404,1.0,-530133968,3.0830123172938797,gis,setup/conf/real_nonw.conf,73.10786981495848,1,0.5833333333333334
1.8,0.002107366794738921,1,1,0.3009145343342198,0.0,10,2.3844021833392643,discrete-choices,0.9,0.65,242,0.001,5.0,0.0639080459770115,1134.3725877877853,0.690982747247869,61.5002113304299,0.1463827046120816,211.01687690473344,0.25,0.5504699500703404,1.0,315049650,3.0830123172938797,gis,setup/conf/real_nonw.conf,64.54687585559297,1,0.5
1.8,0.002107366794738921,1,1,0.30091453433422094,0.0,10,2.3844021833392643,discrete-choices,0.9,0.65,242,0.001,5.0,0.01599899218946838,1705.5557973369203,0.7076978078891387,63.989146678255736,0.04514064121236874,408.2946616976872,0.0,0.5504699500703404,1.0,700142667,3.0830123172938797,gis,setup/conf/real_nonw.conf,76.28093302316742,1,0.5
1.8,0.002107366794738921,1,1,0.30091453433422055,0.0,10,2.3844021833392643,discrete-choices,0.9,0.65,242,0.001,5.0,0.009384950561421149,1851.2063848874461,0.5766727722128804,62.823500147695434,0.024827041461077157,421.0661245606096,0.0,0.5504699500703404,1.0,1609757245,3.0830123172938797,gis,setup/conf/real_nonw.conf,47.296325487526786,1,0.2
1.8,0.002107366794738921,1,1,0.3009145343342215,0.0,10,2.3844021833392643,discrete-choices,0.9,0.65,242,0.001,5.0,0.07435701553348613,1031.6312220736086,1.1951818757264396,66.02389318549092,0.19437244983289406,297.27328561071323,0.14285714285714285,0.5504699500703404,1.0,-2134993064,3.0830123172938797,gis,setup/conf/real_nonw.conf,73.38058962772644,1,0.42857142857142855
1.8,0.002107366794738921,1,1,0.3009145343342208,0.0,10,2.3844021833392643,discrete-choices,0.9,0.65,242,0.001,5.0,0.01662404092071611,1717.089163796056,0.6036923425424944,61.75847065441516,0.043389562119126056,414.1884063145432,0.25,0.5504699500703404,1.0,1376539527,3.0830123172938797,gis,setup/conf/real_nonw.conf,57.32836079383224,1,0.375
1.8,0.002107366794738921,1,1,0.30091453433422055,0.0,10,2.3844021833392643,discrete-choices,0.9,0.65,242,0.001,5.0,0.04673992673992674,1301.7825224786498,0.8826779288034995,64.57467598204295,0.12897359074387607,309.60995152230447,0.4,0.5504699500703404,1.0,1437041922,3.0830123172938797,gis,setup/conf/real_nonw.conf,62.52549363297477,1,0.6
1.8,0.002107366794738921,1,1,0.3009145343342213,0.0,10,2.3844021833392643,discrete-choices,0.9,0.65,242,0.001,5.0,0.04894736842105263,1373.7531728469676,0.9582462872665978,62.50201276485814,0.12431834698792163,328.13889080718104,0.4,0.5504699500703404,1.0,-1496107667,3.0830123172938797,gis,setup/conf/real_nonw.conf,59.07712543195373,1,0.4
