evolution$generation,relocationRate,gammaCDA,gammaCDE,betaDC,finalTime,scenario,oppositeRelativeAccessibility,relativeCongestion,evolution$samples
4,0.5,0.0,0.7999999999999999,4.6,41,3,0.044990843358983845,1.1181762274164955,1
4,0.9999999999999999,0.30000000000000004,0.30000000000000004,3.2000000000000015,62,5,0.05672237346777553,0.922717904561795,1
