evolution$generation,relocationRate,gammaCDA,gammaCDE,betaDC,finalTime,scenario,oppositeRelativeAccessibility,relativeCongestion,evolution$samples
7,0.0,0.2,0.6,1.5000000000000002,43,0,1.1102230246251565E-16,0.9229409508105956,1
7,0.0,0.2,0.6,1.5000000000000002,43,5,0.0,1.183711536454831,1
7,0.7999999999999999,0.9999999999999999,0.7,4.200000000000001,35,7,0.038549815211613825,0.2752154971948433,1
